problem_id,ev_A,ev_B,ev_diff,max_value_A,max_value_B,max_value_diff,min_value_A,min_value_B,n_outcomes_B,has_safe_option_A,has_safe_option_B,ev_max_conflict,higher_ev_option,higher_max_option,feedback,ambiguity,corr,block,bRate,bRate_std,options_A,options_B
2054,10.8,16.0,-5.2,72.0,26.5,45.5,4.0,-16.0,7,False,False,True,B,A,True,True,0,4,0.4941176470588234,0.4069253436370333,"[[0.1, 72.0], [0.9, 4.0]]","[[0.19999999999999996, -16.0], [0.025, 21.5], [0.125, 22.5], [0.25, 23.5], [0.25, 24.5], [0.125, 25.5], [0.025, 26.5]]"
2056,14.0,12.6,1.4,26.0,16.0,10.0,-22.0,7.0,4,False,False,False,A,A,True,False,0,3,0.6235294117647059,0.3382480815997074,"[[0.75, 26.0], [0.25, -22.0]]","[[0.19999999999999996, 7.0], [0.4, 16.0], [0.2, 14.0], [0.19999999999999998, 10.0]]"
2057,29.0,28.0,1.0,46.0,184.0,-138.0,-39.0,19.0,8,False,False,True,A,B,True,False,-1,5,0.6,0.3464101615137754,"[[0.8, 46.0], [0.19999999999999996, -39.0]]","[[0.8, 19.0], [0.1, 58.0], [0.05, 60.0], [0.025, 64.0], [0.0125, 72.0], [0.00625, 88.0], [0.003125, 120.0], [0.0031249999999999113, 184.0]]"
2062,15.2,17.8,-2.6,24.0,21.5,2.5,2.0,14.5,9,False,False,True,B,A,False,False,-1,1,0.4000000000000001,0.3545621041711673,"[[0.6, 24.0], [0.4, 2.0]]","[[0.19999999999999996, 17.0], [0.00625, 14.5], [0.043750000000000004, 15.5], [0.13125, 16.5], [0.21875, 17.5], [0.21875, 18.5], [0.13125, 19.5], [0.043750000000000004, 20.5], [0.00625, 21.5]]"
2069,15.0,13.75,1.25,52.0,28.0,24.0,-22.0,-29.0,2,False,False,False,A,A,True,False,1,5,0.5529411764705883,0.3429971702850177,"[[0.5, 52.0], [0.5, -22.0]]","[[0.25, -29.0], [0.75, 28.0]]"
2070,-9.0,-4.6,-4.4,-9.0,69.0,-78.0,-9.0,-23.0,2,True,False,False,B,B,True,False,0,3,0.3764705882352941,0.3865381801399214,"[[1.0, -9.0], [0.0, -9.0]]","[[0.8, -23.0], [0.2, 69.0]]"
2076,17.0,16.5,0.5,28.0,37.5,-9.5,-27.0,-4.0,3,False,False,True,A,B,True,False,0,4,0.6235294117647061,0.3666221006784538,"[[0.8, 28.0], [0.19999999999999996, -27.0]]","[[0.5, -4.0], [0.25, 36.5], [0.25, 37.5]]"
2078,26.0,26.5,-0.5,32.0,55.0,-23.0,17.0,-2.0,2,False,False,False,B,B,True,False,0,3,0.3888888888888889,0.3660422490704798,"[[0.6, 32.0], [0.4, 17.0]]","[[0.5, -2.0], [0.5, 55.0]]"
2079,19.0,16.6,2.4,19.0,69.0,-50.0,19.0,10.0,6,True,False,True,A,B,True,False,0,4,0.5176470588235293,0.3811746550428803,"[[1.0, 19.0], [0.0, 19.0]]","[[0.8, 10.0], [0.1, 39.0], [0.05, 41.0], [0.025, 45.0], [0.0125, 53.0], [0.012499999999999978, 69.0]]"
2080,26.0,30.63,-4.63,40.0,32.0,8.0,-30.0,-6.0,3,False,False,True,B,A,True,False,0,5,0.475,0.4057914078275521,"[[0.8, 40.0], [0.19999999999999996, -30.0]]","[[0.010000000000000009, -6.0], [0.495, 32.0], [0.49500000000000005, 30.0]]"
2081,13.0,12.6,0.4,13.0,73.5,-60.5,13.0,12.0,5,True,False,True,A,B,False,False,0,1,0.8,0.2921186973360886,"[[1.0, 13.0], [0.0, 13.0]]","[[0.99, 12.0], [0.00125, 70.5], [0.00375, 71.5], [0.00375, 72.5], [0.00125, 73.5]]"
2081,13.0,12.6,0.4,13.0,73.5,-60.5,13.0,12.0,5,True,False,True,A,B,True,False,0,2,0.6933333333333334,0.4199773236508757,"[[1.0, 13.0], [0.0, 13.0]]","[[0.99, 12.0], [0.00125, 70.5], [0.00375, 71.5], [0.00375, 72.5], [0.00125, 73.5]]"
2083,-1.05,-2.75,1.7,0.0,43.0,-43.0,-21.0,-18.0,2,False,False,True,A,B,True,True,0,3,0.575,0.3492849839314596,"[[0.95, 0.0], [0.050000000000000044, -21.0]]","[[0.75, -18.0], [0.25, 43.0]]"
2085,14.0,15.0,-1.0,14.0,48.0,-34.0,14.0,-18.0,2,True,False,False,B,B,False,False,0,1,0.425,0.3991657967979388,"[[1.0, 14.0], [0.0, 14.0]]","[[0.5, -18.0], [0.5, 48.0]]"
2086,30.0,26.9,3.1,30.0,81.5,-51.5,30.0,21.0,5,True,False,True,A,B,True,False,0,4,0.5333333333333333,0.444575144180969,"[[1.0, 30.0], [0.0, 30.0]]","[[0.9, 21.0], [0.0125, 78.5], [0.037500000000000006, 79.5], [0.037500000000000006, 80.5], [0.0125, 81.5]]"
2089,16.49,19.0,-2.51,65.0,55.0,10.0,16.0,-17.0,2,False,False,True,B,A,False,False,0,1,0.15,0.2,"[[0.01, 65.0], [0.99, 16.0]]","[[0.5, -17.0], [0.5, 55.0]]"
2089,16.49,19.0,-2.51,65.0,55.0,10.0,16.0,-17.0,2,False,False,True,B,A,True,False,0,4,0.475,0.3172801075810877,"[[0.01, 65.0], [0.99, 16.0]]","[[0.5, -17.0], [0.5, 55.0]]"
2099,1.0,0.4,0.6,34.0,25.5,8.5,-32.0,-5.0,9,False,False,False,A,A,False,True,0,1,0.85,0.1549193338482966,"[[0.5, 34.0], [0.5, -32.0]]","[[0.8, -5.0], [0.0015625, 18.5], [0.010937500000000001, 19.5], [0.0328125, 20.5], [0.0546875, 21.5], [0.0546875, 22.5], [0.0328125, 23.5], [0.010937500000000001, 24.5], [0.0015625, 25.5]]"
2101,15.1,17.0,-1.9,16.0,44.5,-28.5,15.0,11.0,9,False,False,False,B,B,False,False,0,1,0.4125,0.4470272176650246,"[[0.1, 16.0], [0.9, 15.0]]","[[0.8, 11.0], [0.0015625, 37.5], [0.010937500000000001, 38.5], [0.0328125, 39.5], [0.0546875, 40.5], [0.0546875, 41.5], [0.0328125, 42.5], [0.010937500000000001, 43.5], [0.0015625, 44.5]]"
2108,-3.0,-5.4,2.4,-3.0,13.0,-16.0,-3.0,-33.0,2,True,False,True,A,B,False,True,0,1,0.5733333333333334,0.384460041889302,"[[1.0, -3.0], [0.0, -3.0]]","[[0.4, -33.0], [0.6, 13.0]]"
2108,-3.0,-5.4,2.4,-3.0,13.0,-16.0,-3.0,-33.0,2,True,False,True,A,B,True,True,0,4,0.5066666666666667,0.3918211448145817,"[[1.0, -3.0], [0.0, -3.0]]","[[0.4, -33.0], [0.6, 13.0]]"
2112,-9.0,-9.7,0.7,-9.0,-3.5,-5.5,-9.0,-10.5,9,True,False,True,A,B,True,True,0,3,0.7125,0.3649200825751669,"[[1.0, -9.0], [0.0, -9.0]]","[[0.9, -10.0], [0.00078125, -10.5], [0.0054687500000000005, -9.5], [0.01640625, -8.5], [0.02734375, -7.5], [0.02734375, -6.5], [0.01640625, -5.5], [0.0054687500000000005, -4.5], [0.00078125, -3.5]]"
2114,3.0,8.4,-5.4,3.0,30.0,-27.0,3.0,-6.0,2,True,False,False,B,B,True,True,0,5,0.4705882352941176,0.3235828832817662,"[[1.0, 3.0], [0.0, 3.0]]","[[0.6, -6.0], [0.4, 30.0]]"
2119,0.0,-0.55,0.55,0.0,19.0,-19.0,0.0,-1.0,5,True,False,True,A,B,False,True,0,1,0.8375,0.2217355782608345,"[[1.0, 0.0], [0.0, 0.0]]","[[0.95, -1.0], [0.025, 5.0], [0.0125, 7.0], [0.00625, 11.0], [0.006250000000000045, 19.0]]"
2123,13.0,18.9,-5.9,13.0,28.0,-15.0,13.0,-27.0,6,True,False,False,B,B,True,False,0,4,0.425,0.4312771730569565,"[[1.0, 13.0], [0.0, 13.0]]","[[0.09999999999999998, -27.0], [0.45, 28.0], [0.225, 26.0], [0.1125, 22.0], [0.05625, 14.0], [0.05624999999999995, -2.0]]"
2125,15.8,13.21,2.59,21.0,34.0,-13.0,-5.0,13.0,2,False,False,True,A,B,True,False,0,3,0.6375,0.3442382895611701,"[[0.8, 21.0], [0.19999999999999996, -5.0]]","[[0.99, 13.0], [0.01, 34.0]]"
2127,12.0,4.75,7.25,84.0,25.0,59.0,-12.0,-2.0,2,False,False,False,A,A,True,False,0,4,0.5750000000000001,0.405791407827552,"[[0.25, 84.0], [0.75, -12.0]]","[[0.75, -2.0], [0.25, 25.0]]"
2136,5.2,4.2,1.0,16.0,7.5,8.5,-11.0,0.0,3,False,False,False,A,A,True,False,0,2,0.675,0.3172801075810878,"[[0.6, 16.0], [0.4, -11.0]]","[[0.4, 0.0], [0.3, 6.5], [0.3, 7.5]]"
2139,-5.0,-12.3,7.3,-5.0,13.5,-18.5,-5.0,-15.0,5,True,False,True,A,B,True,False,0,5,0.5176470588235293,0.4003674782584855,"[[1.0, -5.0], [0.0, -5.0]]","[[0.9, -15.0], [0.0125, 10.5], [0.037500000000000006, 11.5], [0.037500000000000006, 12.5], [0.0125, 13.5]]"
2140,-4.25,-5.8,1.55,43.0,50.0,-7.0,-20.0,-12.0,2,False,False,True,A,B,True,True,0,3,0.7875,0.2247220505424423,"[[0.25, 43.0], [0.75, -20.0]]","[[0.9, -12.0], [0.1, 50.0]]"
2149,13.0,9.4,3.6,53.0,11.0,42.0,3.0,9.0,2,False,False,False,A,A,True,True,0,5,0.5555555555555556,0.4147603450076317,"[[0.2, 53.0], [0.8, 3.0]]","[[0.8, 9.0], [0.2, 11.0]]"
2153,25.45,25.6,-0.15,34.0,75.0,-41.0,25.0,23.0,2,False,False,False,B,B,True,False,0,3,0.4555555555555556,0.459183703110873,"[[0.05, 34.0], [0.95, 25.0]]","[[0.95, 23.0], [0.05, 75.0]]"
2155,10.0,9.5,0.5,28.0,20.0,8.0,-17.0,6.0,2,False,False,False,A,A,False,False,0,1,0.8,0.2422120283277993,"[[0.6, 28.0], [0.4, -17.0]]","[[0.75, 6.0], [0.25, 20.0]]"
2165,20.0,18.6,1.4,32.0,27.0,5.0,-28.0,6.0,2,False,False,False,A,A,True,False,0,3,0.5444444444444444,0.3551672716477029,"[[0.8, 32.0], [0.19999999999999996, -28.0]]","[[0.4, 6.0], [0.6, 27.0]]"
2170,11.0,8.6,2.4,56.0,23.0,33.0,-4.0,7.0,2,False,False,False,A,A,False,False,0,1,0.675,0.3568379650952703,"[[0.25, 56.0], [0.75, -4.0]]","[[0.9, 7.0], [0.1, 23.0]]"
2170,11.0,8.6,2.4,56.0,23.0,33.0,-4.0,7.0,2,False,False,False,A,A,True,False,0,5,0.8750000000000001,0.2408318915758458,"[[0.25, 56.0], [0.75, -4.0]]","[[0.9, 7.0], [0.1, 23.0]]"
2176,19.2,18.6,0.6,21.0,51.0,-30.0,19.0,15.0,2,False,False,True,A,B,True,False,0,2,0.5625,0.4455333881989093,"[[0.1, 21.0], [0.9, 19.0]]","[[0.9, 15.0], [0.1, 51.0]]"
2177,21.0,22.6,-1.6,21.0,27.5,-6.5,21.0,5.0,3,True,False,False,B,B,True,False,0,4,0.4470588235294118,0.4389157764577726,"[[1.0, 21.0], [0.0, 21.0]]","[[0.19999999999999996, 5.0], [0.4, 26.5], [0.4, 27.5]]"
2183,12.0,17.2,-5.2,30.0,56.0,-26.0,10.0,-41.0,2,False,False,False,B,B,False,False,0,1,0.2266666666666667,0.3453086955726647,"[[0.1, 30.0], [0.9, 10.0]]","[[0.4, -41.0], [0.6, 56.0]]"
2183,12.0,17.2,-5.2,30.0,56.0,-26.0,10.0,-41.0,2,False,False,False,B,B,True,False,0,5,0.36,0.3641035959331198,"[[0.1, 30.0], [0.9, 10.0]]","[[0.4, -41.0], [0.6, 56.0]]"
2186,8.75,8.5,0.25,13.0,102.0,-89.0,-4.0,-28.0,7,False,False,True,A,B,True,False,0,4,0.5375,0.3556683848755747,"[[0.75, 13.0], [0.25, -4.0]]","[[0.5, -28.0], [0.25, 40.0], [0.125, 42.0], [0.0625, 46.0], [0.03125, 54.0], [0.015625, 70.0], [0.015625, 102.0]]"
2193,23.7,26.6,-2.9,27.0,92.5,-65.5,-6.0,-17.0,3,False,False,False,B,B,True,False,0,5,0.425,0.4057914078275521,"[[0.9, 27.0], [0.09999999999999998, -6.0]]","[[0.6, -17.0], [0.2, 91.5], [0.2, 92.5]]"
2200,25.0,30.0,-5.0,25.0,64.0,-39.0,25.0,-21.0,2,True,False,False,B,B,True,False,0,3,0.4875,0.3422961680572347,"[[1.0, 25.0], [0.0, 25.0]]","[[0.4, -21.0], [0.6, 64.0]]"
2204,-6.0,-3.98,-2.02,12.0,24.0,-12.0,-33.0,-6.0,6,False,False,False,B,B,True,False,1,4,0.4333333333333333,0.4014678948412129,"[[0.6, 12.0], [0.4, -33.0]]","[[0.99, -4.0], [0.005, -6.0], [0.0025, -4.0], [0.00125, 0.0], [0.000625, 8.0], [0.0006250000000000489, 24.0]]"
2207,7.8,5.05,2.75,48.0,10.0,38.0,-19.0,5.0,2,False,False,False,A,A,False,True,0,1,0.7000000000000001,0.2732520204255893,"[[0.4, 48.0], [0.6, -19.0]]","[[0.99, 5.0], [0.01, 10.0]]"
2207,7.8,5.05,2.75,48.0,10.0,38.0,-19.0,5.0,2,False,False,False,A,A,True,True,0,5,0.6499999999999999,0.3306559138036599,"[[0.4, 48.0], [0.6, -19.0]]","[[0.99, 5.0], [0.01, 10.0]]"
2209,6.0,4.5,1.5,6.0,12.0,-6.0,6.0,2.0,2,True,False,True,A,B,False,True,0,1,0.6,0.2732520204255893,"[[1.0, 6.0], [0.0, 6.0]]","[[0.75, 2.0], [0.25, 12.0]]"
2209,6.0,4.5,1.5,6.0,12.0,-6.0,6.0,2.0,2,True,False,True,A,B,True,True,0,5,0.65,0.3386246693120078,"[[1.0, 6.0], [0.0, 6.0]]","[[0.75, 2.0], [0.25, 12.0]]"
2214,6.0,11.8,-5.8,6.0,15.0,-9.0,6.0,-17.0,2,True,False,False,B,B,False,True,0,1,0.2875,0.35,"[[1.0, 6.0], [0.0, 6.0]]","[[0.09999999999999998, -17.0], [0.9, 15.0]]"
2214,6.0,11.8,-5.8,6.0,15.0,-9.0,6.0,-17.0,2,True,False,False,B,B,True,True,0,5,0.4125,0.3612478373637689,"[[1.0, 6.0], [0.0, 6.0]]","[[0.09999999999999998, -17.0], [0.9, 15.0]]"
2225,12.0,17.25,-5.25,27.0,26.0,1.0,-3.0,-36.0,7,False,False,True,B,A,False,False,0,1,0.475,0.443471156521669,"[[0.5, 27.0], [0.5, -3.0]]","[[0.75, 16.0], [0.125, 26.0], [0.0625, 24.0], [0.03125, 20.0], [0.015625, 12.0], [0.0078125, -4.0], [0.0078125, -36.0]]"
2227,9.0,7.15,1.85,43.0,86.0,-43.0,-42.0,3.0,2,False,False,True,A,B,False,False,1,1,0.776470588235294,0.3527205192583532,"[[0.6, 43.0], [0.4, -42.0]]","[[0.95, 3.0], [0.05, 86.0]]"
2228,-7.0,-2.8,-4.2,29.0,0.0,29.0,-11.0,-7.0,2,False,False,True,B,A,True,True,0,3,0.4125,0.2777888886666756,"[[0.1, 29.0], [0.9, -11.0]]","[[0.4, -7.0], [0.6, 0.0]]"
2229,27.0,19.0,8.0,27.0,35.0,-8.0,27.0,15.0,2,True,False,True,A,B,False,False,0,1,0.5294117647058824,0.4058397249567139,"[[1.0, 27.0], [0.0, 27.0]]","[[0.8, 15.0], [0.2, 35.0]]"
2239,13.75,15.0,-1.25,46.0,71.5,-25.5,3.0,-21.0,7,False,False,False,B,B,True,False,0,2,0.275,0.2720294101747089,"[[0.25, 46.0], [0.75, 3.0]]","[[0.6, -21.0], [0.0125, 66.5], [0.0625, 67.5], [0.125, 68.5], [0.125, 69.5], [0.0625, 70.5], [0.0125, 71.5]]"
2241,-7.0,-11.0,4.0,-7.0,40.0,-47.0,-7.0,-28.0,2,True,False,True,A,B,True,False,0,3,0.5294117647058824,0.3157623827388898,"[[1.0, -7.0], [0.0, -7.0]]","[[0.75, -28.0], [0.25, 40.0]]"
2247,21.0,19.0,2.0,109.0,19.0,90.0,-1.0,19.0,2,False,False,False,A,A,False,False,0,1,0.6125,0.389657969677682,"[[0.2, 109.0], [0.8, -1.0]]","[[0.19999999999999996, 19.0], [0.8, 19.0]]"
2247,21.0,19.0,2.0,109.0,19.0,90.0,-1.0,19.0,2,False,False,False,A,A,True,False,0,4,0.5625000000000001,0.3947573094109004,"[[0.2, 109.0], [0.8, -1.0]]","[[0.19999999999999996, 19.0], [0.8, 19.0]]"
2248,20.0,18.8,1.2,20.0,91.0,-71.0,20.0,15.0,7,True,False,True,A,B,False,False,0,1,0.75,0.3306559138036598,"[[1.0, 20.0], [0.0, 20.0]]","[[0.8, 15.0], [0.1, 29.0], [0.05, 31.0], [0.025, 35.0], [0.0125, 43.0], [0.00625, 59.0], [0.0062499999999999336, 91.0]]"
2250,-9.0,-20.66,11.66,-9.0,13.0,-22.0,-9.0,-21.0,2,True,False,True,A,B,True,False,0,5,0.5529411764705882,0.4273722719404353,"[[1.0, -9.0], [0.0, -9.0]]","[[0.99, -21.0], [0.01, 13.0]]"
2253,10.0,12.2,-2.2,10.0,49.0,-39.0,10.0,-43.0,2,True,False,False,B,B,False,True,0,1,0.188235294117647,0.2394847410096739,"[[1.0, 10.0], [0.0, 10.0]]","[[0.4, -43.0], [0.6, 49.0]]"
2254,-2.0,-8.25,6.25,-2.0,33.0,-35.0,-2.0,-22.0,2,True,False,True,A,B,False,False,0,1,0.5058823529411764,0.3613699424331216,"[[1.0, -2.0], [0.0, -2.0]]","[[0.75, -22.0], [0.25, 33.0]]"
2257,14.25,16.0,-1.75,42.0,43.5,-1.5,5.0,-20.0,9,False,False,False,B,B,True,False,0,4,0.4555555555555555,0.3203347921861865,"[[0.25, 42.0], [0.75, 5.0]]","[[0.4, -20.0], [0.0046875, 36.5], [0.0328125, 37.5], [0.0984375, 38.5], [0.1640625, 39.5], [0.1640625, 40.5], [0.0984375, 41.5], [0.0328125, 42.5], [0.0046875, 43.5]]"
2258,16.0,7.8,8.2,16.0,30.0,-14.0,16.0,-37.0,5,True,False,True,A,B,True,False,0,5,0.675,0.3568379650952703,"[[1.0, 16.0], [0.0, 16.0]]","[[0.19999999999999996, -37.0], [0.4, 16.0], [0.2, 18.0], [0.1, 22.0], [0.09999999999999994, 30.0]]"
2259,2.0,-4.6,6.6,106.0,22.5,83.5,-24.0,-11.0,5,False,False,False,A,A,False,False,0,1,0.525,0.3,"[[0.2, 106.0], [0.8, -24.0]]","[[0.8, -11.0], [0.025, 19.5], [0.07500000000000001, 20.5], [0.07500000000000001, 21.5], [0.025, 22.5]]"
2264,10.0,9.75,0.25,10.0,19.5,-9.5,10.0,-12.0,7,True,False,True,A,B,True,False,0,3,0.6,0.4,"[[1.0, 10.0], [0.0, 10.0]]","[[0.25, -12.0], [0.0234375, 14.5], [0.1171875, 15.5], [0.234375, 16.5], [0.234375, 17.5], [0.1171875, 18.5], [0.0234375, 19.5]]"
2265,-10.0,-10.8,0.8,89.0,38.5,50.5,-21.0,-16.0,7,False,False,False,A,A,True,False,0,3,0.625,0.3568379650952703,"[[0.1, 89.0], [0.9, -21.0]]","[[0.9, -16.0], [0.003125, 33.5], [0.015625, 34.5], [0.03125, 35.5], [0.03125, 36.5], [0.015625, 37.5], [0.003125, 38.5]]"
2268,25.0,27.0,-2.0,25.0,64.5,-39.5,25.0,-7.0,9,True,False,False,B,B,False,False,0,1,0.3,0.3502380143083653,"[[1.0, 25.0], [0.0, 25.0]]","[[0.5, -7.0], [0.00390625, 57.5], [0.02734375, 58.5], [0.08203125, 59.5], [0.13671875, 60.5], [0.13671875, 61.5], [0.08203125, 62.5], [0.02734375, 63.5], [0.00390625, 64.5]]"
2269,8.0,8.5,-0.5,8.0,30.0,-22.0,8.0,-13.0,2,True,False,False,B,B,True,False,0,4,0.4631578947368422,0.3130681968939559,"[[1.0, 8.0], [0.0, 8.0]]","[[0.5, -13.0], [0.5, 30.0]]"
2288,26.0,22.2,3.8,50.0,83.0,-33.0,-10.0,7.0,2,False,False,True,A,B,True,False,1,4,0.5249999999999999,0.4057914078275521,"[[0.6, 50.0], [0.4, -10.0]]","[[0.8, 7.0], [0.2, 83.0]]"
2290,7.2,9.0,-1.8,20.0,18.0,2.0,-12.0,-44.0,7,False,False,True,B,A,True,False,0,5,0.475,0.3415650255319866,"[[0.6, 20.0], [0.4, -12.0]]","[[0.4, 3.0], [0.3, 18.0], [0.15, 16.0], [0.075, 12.0], [0.0375, 4.0], [0.01875, -12.0], [0.018750000000000024, -44.0]]"
2300,21.0,19.32,1.68,21.0,54.5,-33.5,21.0,19.0,9,True,False,True,A,B,True,True,0,2,0.65,0.3614784456460256,"[[1.0, 21.0], [0.0, 21.0]]","[[0.99, 19.0], [7.8125e-05, 47.5], [0.000546875, 48.5], [0.001640625, 49.5], [0.0027343750000000003, 50.5], [0.0027343750000000003, 51.5], [0.001640625, 52.5], [0.000546875, 53.5], [7.8125e-05, 54.5]]"
2306,23.0,20.5,2.5,74.0,21.0,53.0,-11.0,20.0,2,False,False,False,A,A,True,False,0,4,0.52,0.445934011774324,"[[0.4, 74.0], [0.6, -11.0]]","[[0.5, 20.0], [0.5, 21.0]]"
2309,2.0,5.25,-3.25,2.0,42.0,-40.0,2.0,-7.0,2,True,False,False,B,B,True,False,0,2,0.4333333333333333,0.3487251000462956,"[[1.0, 2.0], [0.0, 2.0]]","[[0.75, -7.0], [0.25, 42.0]]"
2315,21.0,20.0,1.0,75.0,30.5,44.5,-15.0,-7.0,5,False,False,False,A,A,True,True,0,3,0.6874999999999999,0.3008321791298265,"[[0.4, 75.0], [0.6, -15.0]]","[[0.25, -7.0], [0.09375, 27.5], [0.28125, 28.5], [0.28125, 29.5], [0.09375, 30.5]]"
2319,-10.0,-17.0,7.0,-10.0,4.0,-14.0,-10.0,-24.0,2,True,False,True,A,B,False,False,0,1,0.5466666666666666,0.3159264531651691,"[[1.0, -10.0], [0.0, -10.0]]","[[0.75, -24.0], [0.25, 4.0]]"
2324,14.6,21.8,-7.2,77.0,95.0,-18.0,-1.0,-27.0,2,False,False,False,B,B,True,False,0,2,0.4588235294117648,0.392203428607865,"[[0.2, 77.0], [0.8, -1.0]]","[[0.6, -27.0], [0.4, 95.0]]"
2331,19.54,22.75,-3.21,73.0,115.0,-42.0,19.0,-8.0,2,False,False,False,B,B,True,True,0,3,0.475,0.3,"[[0.01, 73.0], [0.99, 19.0]]","[[0.75, -8.0], [0.25, 115.0]]"
2334,-6.25,-14.6,8.35,65.0,37.0,28.0,-30.0,-49.0,2,False,False,False,A,A,False,False,0,1,0.5625,0.3442382895611701,"[[0.25, 65.0], [0.75, -30.0]]","[[0.6, -49.0], [0.4, 37.0]]"
2339,29.0,31.8,-2.8,29.0,57.0,-28.0,29.0,0.0,4,True,False,False,B,B,False,False,0,1,0.325,0.2909753712372692,"[[1.0, 29.0], [0.0, 29.0]]","[[0.4, 0.0], [0.3, 51.0], [0.15, 53.0], [0.15000000000000008, 57.0]]"
2341,13.25,16.5,-3.25,53.0,32.5,20.5,0.0,2.0,5,False,False,True,B,A,True,False,1,3,0.4941176470588234,0.3880570000581328,"[[0.25, 53.0], [0.75, 0.0]]","[[0.5, 2.0], [0.0625, 29.5], [0.1875, 30.5], [0.1875, 31.5], [0.0625, 32.5]]"
2345,-2.0,-4.75,2.75,-2.0,14.0,-16.0,-2.0,-11.0,2,True,False,True,A,B,True,True,0,2,0.5066666666666666,0.4131182235954578,"[[1.0, -2.0], [0.0, -2.0]]","[[0.75, -11.0], [0.25, 14.0]]"
2347,28.0,24.35,3.65,28.0,34.5,-6.5,28.0,24.0,9,True,False,True,A,B,False,False,0,1,0.6,0.4442221666388715,"[[1.0, 28.0], [0.0, 28.0]]","[[0.95, 24.0], [0.000390625, 27.5], [0.0027343750000000003, 28.5], [0.008203125, 29.5], [0.013671875, 30.5], [0.013671875, 31.5], [0.008203125, 32.5], [0.0027343750000000003, 33.5], [0.000390625, 34.5]]"
2355,18.2,21.2,-3.0,41.0,59.5,-18.5,-16.0,-4.0,3,False,False,False,B,B,True,False,-1,2,0.4533333333333333,0.3739111175259754,"[[0.6, 41.0], [0.4, -16.0]]","[[0.6, -4.0], [0.2, 58.5], [0.2, 59.5]]"
2358,5.6,9.4,-3.8,16.0,20.0,-4.0,3.0,-33.0,2,False,False,False,B,B,True,False,0,4,0.475,0.3991657967979388,"[[0.2, 16.0], [0.8, 3.0]]","[[0.19999999999999996, -33.0], [0.8, 20.0]]"
2359,-2.2,0.4,-2.6,95.0,43.0,52.0,-13.0,-28.0,2,False,False,True,B,A,True,False,0,4,0.4799999999999999,0.3985688683993556,"[[0.1, 95.0], [0.9, -13.0]]","[[0.6, -28.0], [0.4, 43.0]]"
2362,26.2,31.0,-4.8,40.0,67.0,-27.0,17.0,-23.0,2,False,False,False,B,B,True,True,0,3,0.3,0.3346640106136302,"[[0.4, 40.0], [0.6, 17.0]]","[[0.4, -23.0], [0.6, 67.0]]"
2366,-1.6,-0.05,-1.55,1.0,4.5,-3.5,-25.0,-39.0,7,False,False,False,B,B,False,True,0,1,0.3066666666666666,0.4333699618219101,"[[0.9, 1.0], [0.09999999999999998, -25.0]]","[[0.050000000000000044, -39.0], [0.0296875, -0.5], [0.1484375, 0.5], [0.296875, 1.5], [0.296875, 2.5], [0.1484375, 3.5], [0.0296875, 4.5]]"
2368,20.0,25.9,-5.9,20.0,33.0,-13.0,20.0,-20.0,4,True,False,False,B,B,True,False,0,5,0.3894736842105263,0.4135143915836348,"[[1.0, 20.0], [0.0, 20.0]]","[[0.09999999999999998, -20.0], [0.45, 33.0], [0.225, 31.0], [0.22499999999999992, 27.0]]"
2370,1.0,4.0,-3.0,1.0,64.0,-63.0,1.0,-36.0,2,True,False,False,B,B,True,False,0,5,0.4421052631578948,0.3305143961794575,"[[1.0, 1.0], [0.0, 1.0]]","[[0.6, -36.0], [0.4, 64.0]]"
2378,4.0,2.75,1.25,4.0,7.5,-3.5,4.0,-4.0,7,True,False,True,A,B,False,True,0,1,0.5625,0.3879432948254165,"[[1.0, 4.0], [0.0, 4.0]]","[[0.25, -4.0], [0.0234375, 2.5], [0.1171875, 3.5], [0.234375, 4.5], [0.234375, 5.5], [0.1171875, 6.5], [0.0234375, 7.5]]"
2381,18.15,19.0,-0.85,40.0,82.0,-42.0,17.0,-23.0,2,False,False,False,B,B,False,True,0,1,0.3875,0.3383784863137726,"[[0.05, 40.0], [0.95, 17.0]]","[[0.6, -23.0], [0.4, 82.0]]"
2381,18.15,19.0,-0.85,40.0,82.0,-42.0,17.0,-23.0,2,False,False,False,B,B,True,True,0,2,0.3066666666666667,0.3453086955726647,"[[0.05, 40.0], [0.95, 17.0]]","[[0.6, -23.0], [0.4, 82.0]]"
2385,7.0,8.25,-1.25,25.0,17.0,8.0,-5.0,-18.0,2,False,False,True,B,A,False,False,0,1,0.4500000000000001,0.3966526608171605,"[[0.4, 25.0], [0.6, -5.0]]","[[0.25, -18.0], [0.75, 17.0]]"
2388,-1.0,-2.2,1.2,-1.0,88.0,-89.0,-1.0,-45.0,6,True,False,True,A,B,False,True,0,1,0.7375,0.3630886025935451,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6, -45.0], [0.2, 58.0], [0.1, 60.0], [0.05, 64.0], [0.025, 72.0], [0.024999999999999956, 88.0]]"
2388,-1.0,-2.2,1.2,-1.0,88.0,-89.0,-1.0,-45.0,6,True,False,True,A,B,True,True,0,4,0.7578947368421053,0.3237210552890047,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6, -45.0], [0.2, 58.0], [0.1, 60.0], [0.05, 64.0], [0.025, 72.0], [0.024999999999999956, 88.0]]"
